Stop thinking about your math test and BREATHE,,,
"""Trade your expectations for appreciation and your whole world changes in an instant.""-Tony Robbins #Gratitude #DeStressMonday",,,
Start fresh for #DeStressMonday!,,,
Are you the best version of yourself today? via,,,
Celebrate #DeStressMonday by starting fresh.,,,
Retweet if you'll be making the effort to stay in the moment for your #DeStressMonday tomorrow!,,,
Doing this to your to-do list will make you feel like a superhero: via,,,
"Sometimes, ya just gotta breathe...via",,,
"History, despite its wrenching pain, cannot be unlived, but if faced with courage, need not be lived again.-Maya Angelou",,,
Are you fully #present?,,,
"You have been criticising yourself for years, and it hasnt worked. Try approving of yourself and see what happens!-Louise Hay",,,
Make sure to fit in some relaxation time to your weekend.,,,
"Create a Kinder Mind: How to Stop Your Mean, Hurtful Self-Talk: via",,,
"""The only place that the past and future exists is in your head.""",,,
Things You Should Stop Feeling Guilty About: via,,,
Benefits to #Mindfulness at Work: via,,,
What to Do When Youre Running Out of Patience: via,,,
"Lifting Weights, Twice a Week, May Aid the Brain: via",,,
Household Chores Can Be an Opportunity to Practice #Mindfulness Meditation:,,,
"""A healthy attitude is contagious but dont wait to catch it from others. Be a carrier.""-Tom Stoppard",,,
How Lack of Sleep Hurts Your Health: via,,,
"""Feelings come and go like clouds in a windy sky. Conscious breathing is my anchor .""-Thich Naht Hanh",,,
"How to Save Time, Get Fit, and Win at Life: via",,,
Re-frame your mind with our new #DeStressMonday newesltter! Sign up here:,,,
Four Effective Bedtime Strategies for Reducing Stress: via,,,
"""The greatest gift you can give yourself is a little bit of your own attention.""-Anthony J. DAngelo #DeStressMonday",,,
How managing employee stress leads to a healthier company: via,,,
Go on and smile this #DeStressMonday!,,,
"What you think, you become. #Positivity",,,
Make #meditation a #healthy habit.,,,
To be beautiful means to be yourself. You dont need to be accepted by others. You need to accept yourself.-Thich Nhat Hanh,,,
How #Mindfulness Impacts Well-being: via,,,
"#Breath, trust, and let go...",,,
How To Be Vulnerable Every Day + Why It's So Important: via,,,
Try to just be #present this weekend.,,,
"""Thoughts can take us to really good places or really bad places. It depends on the ones that we follow."" via",,,
Are You the Best Version of Yourself Today? via,,,
Ways to Declutter Your Home (and Mind!): via,,,
#Patience is key to staying calm.,,,
Coloring isn't just for kids... via,,,
Four Effective Bedtime Strategies for Reducing Stress: via,,,
"""It is the way we react to circumstances that determines our feelings.""-Dale Carnegie",,,
An Awesome Place to Practice #Mindfulness: via,,,
Priceless Gifts You Deserve to Give Yourself: via,,,
How to Make Lifes Challenges Count for Something Good: via,,,
quick ways to cheer up on a down-day: via,,,
The greatest gift you can give yourself is a little bit of your own attention.-Anthony J. DAngelo,,,
Want to Meditate? Leave Your Expectations at the Door: via,,,
Is #Mindfulness the Next Must Have Business Skill? via,,,
#Meditation Tips For People Who Can't Sit Still: via,,,
"This #DeStressMonday, change your brain!",,,
Give your mind a break.,,,
Be Kind to Yourself-Right Now: via,,,
"Morning Rituals To Have A Great Day, Every Day: via",,,
"""You cant calm the storm, so stop trying. What you can do is calm yourself. The storm will pass.""-Timber Hawkeye",,,
Even the #meditation experts struggled at some point... via,,,
Learn To Flourish When You Are Not In Control: via,,,
tips for making the weekend seem longer than it is: via,,,
"""The key to #happiness is letting each situation be what it is instead of what you think it should be.""",,,
Turn Your Envy into Inspiration and Cultivate Your Own Joy: via,,,
Via,,,
Via,,,
"#Perspective can change everything. If you're in a rut, try re-framing your mindset and focus on what you're thankful for.",,,
Are you taking some time for yourself today? You don't need a reason to treat yourself to something you love!,,,
Simple Choices That Could Make You Happier Today: via,,,
"Humor, a great stress reliever! Laugh, be happy and have less stress! -Catherine Pulsifer",,,
Beauty has nothing to do with perfection. Our flaws and imperfections are what make us special. #DeStressMonday,,,
"Tonight, try writing down three good things that happened to you today anything from a job promotion to a nice meal. #DeStressMonday",,,
A Simple Trick to Feel Less Anxious and More Confident: VIA,,,
"Tonight, just #breathe.",,,
Ways to Relax &amp; Unwind: via,,,
Secrets to Maximizing #Productivity: via,,,
"""Remember, you cant reach whats in front of you until you let go of whats behind you.""-Unknown",,,
A Simple Trick to Feel Less Anxious and More Confident: via,,,
Why You Should Never Cut Out Of Your #Yoga Class Early: via,,,
What will you be doing this weekend to #relax? Share with us what's on your #DeStress agenda!,,,
reasons to surround yourself with #happy people: via,,,
Building Your Mental Muscles with #Mindfulness: via,,,
"""The more you love your decisions, the less you need others to love them.""-Uknown",,,
Why Embracing the Unknown Can Make You More #Creative: via,,,
"""Success is liking yourself, liking what you do, and liking how you do it.""-Maya Angelou",,,
Ways to Learn from Your Negative Thoughts: via,,,
"The mind is not a vessel to be filled but a fire to be kindled.""-Plutarch",,,
simple tips to turn your ordinary experiences into more joyful ones: via,,,
#Sleep is essential to your well being. Make sure you're doing it right! via #DeStressMonday,,,
It's not #mindfulness without #kindness: via,,,
What are you doing today to stay #mindful?,,,
"""When you change the way you think, you can change the way you feel.""-David D. Burns",,,
"This #DeStressMonday, try some #mindful breathing!",,,
"Tonight, turn your bedroom into a #sleep sanctuary: via",,,
Sometimes it's all about shifting your #attitude!,,,
"""Everyone wants to live on top of the mountain, but all the happiness and growth occurs while youre climbing it.""",,,
Steps to Engineer Your Stressless Mind: via,,,
Little Choices That Will Make You Happy Now: via,,,
What will you be doing this weekend to #DeStress? Share with us how you'll be relaxing!,,,
"This weekend, make sure you take care of yourself! via",,,
How to Walk Away With Strength When Things Aren't Working Out: via,,,
How the Brain Changes When You Meditate: via,,,
"""If you do what you always did, you will get what you always got.""-Albert Einstein",,,
What happens to your body when you don't get enough #sleep? via,,,
To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.-Ralph Waldo Emerson,,,
Forget Should and Live the Life You Want to Live: via,,,
Rough day? Try focusing on things you're thankful for and write them down before bedtime. #Gratitude,,,
"""Worry trades the joy of now for the unlikely catastrophes of later.""-Tim Fargo",,,
"Rise up, Tune in: via",,,
How To Quiet Your Inner Critic: via,,,
"""Dont wait for your feelings to change to take the action. Take the action and your feelings will change.""-Barbara Baron",,,
Yoga Poses to Practice Before Meditation: via,,,
Learn tools of #meditation in under a minute: via,,,
"""You are today where your thoughts have brought you; you will be tomorrow where your thoughts take you.""",,,
Work stress kickin' in? Take a few moments to close your eyes and #visualize a calming environment. #DeStressMonday,,,
"This #DeStressMonday, put some #gratitude in your attitude!",,,
Stop Mourning the Morning: via,,,
Sometimes it takes more courage to just let things go...,,,
"Where's your mind at right now? If it's spinning out of control, breathe in, breathe out, and recenter. #Mindfulness",,,
Lashing Out is Losing Control; Calmness Is Strength and Power: via,,,
"""Be kind to unkind people. They need it the most.""-Ashleigh Brilliant",,,
Go on and laugh! Via,,,
How to Meditate When Your Mind Is Racing: via,,,
Why You Should Be Nice at Work-Even if You Dont Have Time for It: vai,,,
Go on and pamper yourself. It can be cheap and easy! via,,,
What are you thankful for in this very moment? #Gratitude,,,
The Best (and Worst) Positions for Sleeping: via,,,
Meditation Isnt Just for Stress Reduction: It Can Actually Make the World a Kinder Place: via,,,
"""Happiness is not having what you want. It is appreciating what you have""-Unknown",,,
#Breathing Exercises to Relax in Minutes or Less: via,,,
Non-Physical Benefits of Yoga: via,,,
The Power of Play: via,,,
Reasons and Ways to Be Mindful: via,,,
